이름,지역,클래스,카테고리,세부분류
삼성전자,경기도,장소,문화시설,공연/연극/문화센터
에그리나연습실,서울특별시,장소,문화시설,공연/연극/문화센터
왓에버,서울특별시,장소,문화시설,공연/연극/문화센터
채환홀,대구광역시,장소,문화시설,공연/연극/문화센터
청년극장,충청북도,장소,문화시설,공연/연극/문화센터
함양학생공연장,경상남도,장소,문화시설,공연/연극/문화센터
정글탐험,경기도,장소,문화시설,공연/연극/문화센터
나비아트홀,경상남도,장소,문화시설,공연/연극/문화센터
남인사마당,서울특별시,장소,문화시설,공연/연극/문화센터
디코소극장,부산광역시,장소,문화시설,공연/연극/문화센터
뮤지컬순위아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
민들레소극장,광주광역시,장소,문화시설,공연/연극/문화센터
보문산숲속공연장,대전광역시,장소,문화시설,공연/연극/문화센터
엘림아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
위로홀,서울특별시,장소,문화시설,공연/연극/문화센터
인디톡,서울특별시,장소,문화시설,공연/연극/문화센터
코엑스그랜드컨퍼런스룸,서울특별시,장소,문화시설,공연/연극/문화센터
한결아트홀,부산광역시,장소,문화시설,공연/연극/문화센터
한국코미디타운,경상북도,장소,문화시설,공연/연극/문화센터
헤이리시네마,경기도,장소,문화시설,공연/연극/문화센터
SCC홀,서울특별시,장소,문화시설,공연/연극/문화센터
고촌아트홀,경기도,장소,문화시설,공연/연극/문화센터
옥구공원조가비무대,경기도,장소,문화시설,공연/연극/문화센터
국제갤러리,부산광역시,장소,문화시설,소형갤러리
갤러리선,경기도,장소,문화시설,소형갤러리
어린이미술관자란다,경기도,장소,문화시설,미술관
본다빈치뮤지엄서울숲,서울특별시,장소,문화시설,미술관
KT&G상상마당라이브홀,서울특별시,장소,문화시설,공연/연극/문화센터
공간아트홀,대전광역시,장소,문화시설,공연/연극/문화센터
삼척엑스포광장,강원도,장소,문화시설,공연/연극/문화센터
세븐파이프홀,서울특별시,장소,문화시설,공연/연극/문화센터
아신극장1관,대전광역시,장소,문화시설,공연/연극/문화센터
천칭자리,광주광역시,장소,문화시설,공연/연극/문화센터
SAC아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
순위아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
여행자극장,서울특별시,장소,문화시설,공연/연극/문화센터
포항백시어터,경상북도,장소,문화시설,공연/연극/문화센터
울산근대역사관,울산광역시,장소,문화시설,기타전시/박물관
남원다움라키비움,전라북도,장소,문화시설,기타전시/박물관
익산예술의전당미술관,전라북도,장소,문화시설,미술관
향사박귀희명창기념관,경상북도,장소,문화시설,기타전시/박물관
서해안안전체험관,충청남도,장소,문화시설,기타전시/박물관
최무선영상체험관,경상북도,장소,문화시설,기타전시/박물관
나도스타홀,부산광역시,장소,문화시설,공연/연극/문화센터
피노파밀리아,서울특별시,장소,문화시설,공연/연극/문화센터
광주김치박물관,광주광역시,장소,문화시설,기타전시/박물관
국립태권도박물관,전라북도,장소,문화시설,기타전시/박물관
백호문학관,전라남도,장소,문화시설,기타전시/박물관
보령박물관,충청남도,장소,문화시설,기타전시/박물관
아리랑박물관,강원도,장소,문화시설,기타전시/박물관
포로수용소유적박물관,경상남도,장소,문화시설,기타전시/박물관
고촌이종근기념관,서울특별시,장소,문화시설,기타전시/박물관
농민문학기념관,충청북도,장소,문화시설,기타전시/박물관
손기정기념관,서울특별시,장소,문화시설,기타전시/박물관
가산박물관,충청북도,장소,문화시설,기타전시/박물관
디마아트센터,경기도,장소,문화시설,기타전시/박물관
롯데갤러리,경기도,장소,문화시설,소형갤러리
갤러리숲,경기도,장소,문화시설,소형갤러리
아트스페이스어비움,경기도,장소,문화시설,소형갤러리
갤러리이림,서울특별시,장소,문화시설,소형갤러리
대웅아트스페이스,서울특별시,장소,문화시설,소형갤러리
스페이스K서울,서울특별시,장소,문화시설,소형갤러리
코너아트스페이스,서울특별시,장소,문화시설,소형갤러리
갤러리아트셀시,서울특별시,장소,문화시설,소형갤러리
갤러리1707,서울특별시,장소,문화시설,소형갤러리
WOOKLATTUADAGALLERY,서울특별시,장소,문화시설,소형갤러리
빛뜰갤러리,경기도,장소,문화시설,소형갤러리
한성자동차드림그림갤러리인천전시장,인천광역시,장소,문화시설,소형갤러리
김갑순갤러리,경기도,장소,문화시설,소형갤러리
갤러리1898,서울특별시,장소,문화시설,소형갤러리
갤러리몽쏘,서울특별시,장소,문화시설,소형갤러리
서울시하늘광장갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리앤,서울특별시,장소,문화시설,소형갤러리
유엔씨갤러리,서울특별시,장소,문화시설,소형갤러리
롯데갤러리,광주광역시,장소,문화시설,소형갤러리
갤러리노마드,전라남도,장소,문화시설,소형갤러리
은평문화원,서울특별시,장소,문화시설,공연/연극/문화센터
양천문화원,서울특별시,장소,문화시설,공연/연극/문화센터
동작문화원,서울특별시,장소,문화시설,공연/연극/문화센터
북구문화원,대구광역시,장소,문화시설,공연/연극/문화센터
부평문화원,인천광역시,장소,문화시설,공연/연극/문화센터
서구문화원,광주광역시,장소,문화시설,공연/연극/문화센터
세종문화원,세종특별자치시,장소,문화시설,공연/연극/문화센터
하남문화원,경기도,장소,문화시설,공연/연극/문화센터
동해문화원,강원도,장소,문화시설,공연/연극/문화센터
영월문화원,강원도,장소,문화시설,공연/연극/문화센터
청주문화원,충청북도,장소,문화시설,공연/연극/문화센터
논산문화원,충청남도,장소,문화시설,공연/연극/문화센터
장수문화원,전라북도,장소,문화시설,공연/연극/문화센터
고흥문화원,전라남도,장소,문화시설,공연/연극/문화센터
함평문화원,전라남도,장소,문화시설,공연/연극/문화센터
상주문화원,경상북도,장소,문화시설,공연/연극/문화센터
군위문화원,경상북도,장소,문화시설,공연/연극/문화센터
회덕문화의집,대전광역시,장소,문화시설,공연/연극/문화센터
영동문화의집,충청북도,장소,문화시설,공연/연극/문화센터
금산문화의집,충청남도,장소,문화시설,공연/연극/문화센터
효자문화의집,전라북도,장소,문화시설,공연/연극/문화센터
욕지문화의집,경상남도,장소,문화시설,공연/연극/문화센터
콘텐츠그라운드,서울특별시,장소,문화시설,공연/연극/문화센터
마로니에야외공연장,서울특별시,장소,문화시설,공연/연극/문화센터
좋은공연안내센터,서울특별시,장소,문화시설,공연/연극/문화센터
아르코예술극장소극장,서울특별시,장소,문화시설,공연/연극/문화센터
예술공간라푸푸,서울특별시,장소,문화시설,공연/연극/문화센터
마로니에극장,서울특별시,장소,문화시설,공연/연극/문화센터
만리동예술인주택,서울특별시,장소,문화시설,공연/연극/문화센터
안똔체홉극장,서울특별시,장소,문화시설,공연/연극/문화센터
안산문화예술의전당,경기도,장소,문화시설,공연/연극/문화센터
한국문화의집코우스,서울특별시,장소,문화시설,공연/연극/문화센터
상명아트센터콘서트홀,서울특별시,장소,문화시설,공연/연극/문화센터
서울교육문화회관대극장,서울특별시,장소,문화시설,공연/연극/문화센터
KS청담아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
동방예술극장,서울특별시,장소,문화시설,공연/연극/문화센터
나루아트센터,서울특별시,장소,문화시설,공연/연극/문화센터
트라이보울,인천광역시,장소,문화시설,대형예술센터
천안시시민문화여성회관성환문화회관,충청남도,장소,문화시설,대형예술센터
남구문화예술회관,광주광역시,장소,문화시설,대형예술센터
대덕문예회관,대전광역시,장소,문화시설,대형예술센터
양주문화예술회관,경기도,장소,문화시설,대형예술센터
수레울아트홀,경기도,장소,문화시설,대형예술센터
용인시문예회관,경기도,장소,문화시설,대형예술센터
영월문화예술회관,강원도,장소,문화시설,대형예술센터
보령문화예술회관,충청남도,장소,문화시설,대형예술센터
춘향문화예술회관,전라북도,장소,문화시설,대형예술센터
강진아트홀,전라남도,장소,문화시설,대형예술센터
광양문화예술회관,전라남도,장소,문화시설,대형예술센터
고령문화예술회관,경상북도,장소,문화시설,대형예술센터
울릉한마음회관,경상북도,장소,문화시설,대형예술센터
청송문화예술회관,경상북도,장소,문화시설,대형예술센터
거창군문화센터,경상남도,장소,문화시설,대형예술센터
산청문화예술회관,경상남도,장소,문화시설,대형예술센터
통영시민문화회관,경상남도,장소,문화시설,대형예술센터
강남씨어터,서울특별시,장소,문화시설,대형예술센터
남부문화예술회관,경기도,장소,문화시설,대형예술센터
삼척시문화예술센터,강원도,장소,문화시설,대형예술센터
충청남도문화예술회관,충청남도,장소,문화시설,대형예술센터
영양문화체육센터,경상북도,장소,문화시설,대형예술센터
하동문화예술회관,경상남도,장소,문화시설,대형예술센터
순창향토회관,전라북도,장소,문화시설,대형예술센터
서울대학교미술관,서울특별시,장소,문화시설,미술관
아마도예술공간,서울특별시,장소,문화시설,소형갤러리
갤러리아트플라자,서울특별시,장소,문화시설,소형갤러리
스토리지바이현대카드,서울특별시,장소,문화시설,소형갤러리
필갤러리,서울특별시,장소,문화시설,소형갤러리
에이원갤러리,서울특별시,장소,문화시설,소형갤러리
공간마뫼,서울특별시,장소,문화시설,소형갤러리
엑스포갤러리,서울특별시,장소,문화시설,소형갤러리
이랜드스페이스,서울특별시,장소,문화시설,소형갤러리
금촌갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리라온,서울특별시,장소,문화시설,소형갤러리
KSD갤러리,서울특별시,장소,문화시설,소형갤러리
미르갤러리,서울특별시,장소,문화시설,소형갤러리
삼원특수지페이퍼갤러리,서울특별시,장소,문화시설,소형갤러리
아트레온갤러리충,서울특별시,장소,문화시설,소형갤러리
미피하우스아트랩,서울특별시,장소,문화시설,소형갤러리
갤러리DA,서울특별시,장소,문화시설,소형갤러리
스필플라츠한,서울특별시,장소,문화시설,소형갤러리
갤러리소나무,서울특별시,장소,문화시설,소형갤러리
갤러리아티비타,서울특별시,장소,문화시설,소형갤러리
가나아트부산,부산광역시,장소,문화시설,소형갤러리
갤러리데이트,부산광역시,장소,문화시설,소형갤러리
신세계갤러리,부산광역시,장소,문화시설,소형갤러리
갤러리이배,부산광역시,장소,문화시설,소형갤러리
갤러리래,부산광역시,장소,문화시설,소형갤러리
JJ중정갤러리,서울특별시,장소,문화시설,소형갤러리
아트스페이스퀄리아,서울특별시,장소,문화시설,소형갤러리
갤러리평창동,서울특별시,장소,문화시설,소형갤러리
갤러리가나,서울특별시,장소,문화시설,소형갤러리
에이피갤러리,서울특별시,장소,문화시설,소형갤러리
공평아트,서울특별시,장소,문화시설,소형갤러리
갤러리바움,서울특별시,장소,문화시설,소형갤러리
갤러리잔다리,서울특별시,장소,문화시설,소형갤러리
최정아갤러리,서울특별시,장소,문화시설,소형갤러리
인사갤러리,서울특별시,장소,문화시설,소형갤러리
스페이스소,서울특별시,장소,문화시설,소형갤러리
아트센터화이트블럭,경기도,장소,문화시설,소형갤러리
바움아트갤러리,서울특별시,장소,문화시설,소형갤러리
아트비트갤러리,서울특별시,장소,문화시설,소형갤러리
가모갤러리,서울특별시,장소,문화시설,소형갤러리
광주시립미술관갤러리GMA,서울특별시,장소,문화시설,소형갤러리
아트바이,서울특별시,장소,문화시설,소형갤러리
에스아트갤러리,서울특별시,장소,문화시설,소형갤러리
313아트프로젝트,서울특별시,장소,문화시설,소형갤러리
스페이스옵트,서울특별시,장소,문화시설,소형갤러리
우손갤러리,대구광역시,장소,문화시설,소형갤러리
더코르소갤러리,경상북도,장소,문화시설,소형갤러리
보데갤러리,대구광역시,장소,문화시설,소형갤러리
대구신세계갤러리,대구광역시,장소,문화시설,소형갤러리
움갤러리,경상북도,장소,문화시설,소형갤러리
을갤러리,대구광역시,장소,문화시설,소형갤러리
전주미술관,전라북도,장소,문화시설,미술관
숙명여대문신미술관,서울특별시,장소,문화시설,소형갤러리
비비안초이갤러리,서울특별시,장소,문화시설,소형갤러리
꿈의숲아트센터,서울특별시,장소,문화시설,소형갤러리
아트컴퍼니긱,서울특별시,장소,문화시설,소형갤러리
사랑아트갤러리,서울특별시,장소,문화시설,소형갤러리
구코사아트스페이스,서울특별시,장소,문화시설,소형갤러리
희수갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리인덱스,서울특별시,장소,문화시설,소형갤러리
골드마인스튜디오스,경기도,장소,문화시설,소형갤러리
퐁데자르,서울특별시,장소,문화시설,소형갤러리
갤러리엠,서울특별시,장소,문화시설,소형갤러리
피앤씨갤러리,대구광역시,장소,문화시설,소형갤러리
갤러리미루나무,경상북도,장소,문화시설,소형갤러리
하안문화의집,경기도,장소,문화시설,공연/연극/문화센터
에스에이치아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
미마지아트센터물빛극장,서울특별시,장소,문화시설,공연/연극/문화센터
서촌공간서로,서울특별시,장소,문화시설,공연/연극/문화센터
전쟁기념관문화극장,서울특별시,장소,문화시설,공연/연극/문화센터
충청북도학생교육문화원,충청북도,장소,문화시설,대형예술센터
김천시립문화회관,경상북도,장소,문화시설,대형예술센터
오동희포트레이트갤러리,서울특별시,장소,문화시설,소형갤러리
한성자동차드림그림갤러리삼성전시장,서울특별시,장소,문화시설,소형갤러리
소노아트,서울특별시,장소,문화시설,소형갤러리
스페이스창배,서울특별시,장소,문화시설,소형갤러리
백남준기념관,서울특별시,장소,문화시설,소형갤러리
갤러리작,서울특별시,장소,문화시설,소형갤러리
이더페이지갤러리구디갤러리,서울특별시,장소,문화시설,소형갤러리
송아트갤러리,서울특별시,장소,문화시설,소형갤러리
유중갤러리,서울특별시,장소,문화시설,소형갤러리
EW갤러리,서울특별시,장소,문화시설,소형갤러리
W미술관,전라북도,장소,문화시설,미술관
계명대학교극재미술관,대구광역시,장소,문화시설,미술관
금구원야외조각미술관,전라북도,장소,문화시설,미술관
모긴미술관,전라남도,장소,문화시설,미술관
선화기독교미술관,대전광역시,장소,문화시설,미술관
해움미술관,경기도,장소,문화시설,미술관
스페이스윌링앤딜링,서울특별시,장소,문화시설,소형갤러리
갤러리바톤,서울특별시,장소,문화시설,소형갤러리
갤러리조은,서울특별시,장소,문화시설,소형갤러리
갤러리이알디,서울특별시,장소,문화시설,소형갤러리
갤러리코지앤글라스코,서울특별시,장소,문화시설,소형갤러리
원앤제이플러스원,서울특별시,장소,문화시설,소형갤러리
페이스갤러리,서울특별시,장소,문화시설,소형갤러리
한성자동차드림그림갤러리용산전시장,서울특별시,장소,문화시설,소형갤러리
쿤스트독갤러리,인천광역시,장소,문화시설,소형갤러리
갤러리스케이프,서울특별시,장소,문화시설,소형갤러리
플레이스막,서울특별시,장소,문화시설,소형갤러리
옆집갤러리,서울특별시,장소,문화시설,소형갤러리
스페이스민갤러리,서울특별시,장소,문화시설,소형갤러리
L153갤러리,서울특별시,장소,문화시설,소형갤러리
이목,서울특별시,장소,문화시설,소형갤러리
레이블갤러리,서울특별시,장소,문화시설,소형갤러리
필립강갤러리,서울특별시,장소,문화시설,소형갤러리
코트라아트콜라보전시관,서울특별시,장소,문화시설,소형갤러리
페리지갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리마크,서울특별시,장소,문화시설,소형갤러리
예도갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리라이프,서울특별시,장소,문화시설,소형갤러리
살롱드어메즈,서울특별시,장소,문화시설,소형갤러리
갤러리이안,대전광역시,장소,문화시설,소형갤러리
3갤러리,충청북도,장소,문화시설,소형갤러리
롯데갤러리,대전광역시,장소,문화시설,소형갤러리
갤러리한경아트앤디자인,서울특별시,장소,문화시설,소형갤러리
씨알콜렉티브,서울특별시,장소,문화시설,소형갤러리
가양갤러리,부산광역시,장소,문화시설,소형갤러리
롯데갤러리,부산광역시,장소,문화시설,소형갤러리
갤러리아트숲,부산광역시,장소,문화시설,소형갤러리
갤러리예동,부산광역시,장소,문화시설,소형갤러리
갤러리렉싱턴,부산광역시,장소,문화시설,소형갤러리
갤러리예동,부산광역시,장소,문화시설,소형갤러리
에스플러스갤러리,부산광역시,장소,문화시설,소형갤러리
갤러리우,부산광역시,장소,문화시설,소형갤러리
유진화랑,부산광역시,장소,문화시설,소형갤러리
리빈갤러리,부산광역시,장소,문화시설,소형갤러리
갤러리지엘,부산광역시,장소,문화시설,소형갤러리
505갤러리,강원도,장소,문화시설,소형갤러리
빛갤러리,서울특별시,장소,문화시설,소형갤러리
플라스크,서울특별시,장소,문화시설,소형갤러리
자하갤러리,서울특별시,장소,문화시설,소형갤러리
백송갤러리,서울특별시,장소,문화시설,소형갤러리
동호갤러리,서울특별시,장소,문화시설,소형갤러리
노암갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리가이아,서울특별시,장소,문화시설,소형갤러리
갤러리예당,서울특별시,장소,문화시설,소형갤러리
갤러리환,서울특별시,장소,문화시설,소형갤러리
유니아트갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리엠,서울특별시,장소,문화시설,소형갤러리
트렁크갤러리81,서울특별시,장소,문화시설,소형갤러리
갤러리시작,서울특별시,장소,문화시설,소형갤러리
갤러리투앤아이,서울특별시,장소,문화시설,소형갤러리
갤러리건국,서울특별시,장소,문화시설,소형갤러리
갤러리밈,서울특별시,장소,문화시설,소형갤러리
올미갤러리,서울특별시,장소,문화시설,소형갤러리
나락실갤러리,서울특별시,장소,문화시설,소형갤러리
G앤J광주전남갤러리,서울특별시,장소,문화시설,소형갤러리
리수갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리인사아트,서울특별시,장소,문화시설,소형갤러리
LIG아트스페이스스튜디오엘,서울특별시,장소,문화시설,소형갤러리
아트스페이스오,서울특별시,장소,문화시설,소형갤러리
신한갤러리역삼,서울특별시,장소,문화시설,소형갤러리
수하갤러리,광주광역시,장소,문화시설,소형갤러리
갤러리진선,서울특별시,장소,문화시설,소형갤러리
김리아갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리M광화문,서울특별시,장소,문화시설,소형갤러리
비비투갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리준아트,서울특별시,장소,문화시설,소형갤러리
2448문파인아츠,서울특별시,장소,문화시설,소형갤러리
송은아트큐브,서울특별시,장소,문화시설,소형갤러리
이정갤러리,서울특별시,장소,문화시설,소형갤러리
AYA아트코어브라운HCI,서울특별시,장소,문화시설,소형갤러리
AYA아트코어브라운2관,서울특별시,장소,문화시설,소형갤러리
스페이스K광주,광주광역시,장소,문화시설,소형갤러리
진품명품경매장유당갤러리,전라남도,장소,문화시설,소형갤러리
갤러리리채,광주광역시,장소,문화시설,소형갤러리
스페이스예나르,제주특별자치도,장소,문화시설,소형갤러리
아트하우스두드림,제주특별자치도,장소,문화시설,소형갤러리
성동문화원,서울특별시,장소,문화시설,공연/연극/문화센터
광진문화원,서울특별시,장소,문화시설,공연/연극/문화센터
아트포레스트2관,서울특별시,장소,문화시설,공연/연극/문화센터
원패스아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
30스튜디오,서울특별시,장소,문화시설,공연/연극/문화센터
휴먼시어터,서울특별시,장소,문화시설,공연/연극/문화센터
대덕문화원,대전광역시,장소,문화시설,공연/연극/문화센터
부천문화원,경기도,장소,문화시설,공연/연극/문화센터
평택문화원,경기도,장소,문화시설,공연/연극/문화센터
의왕문화원,경기도,장소,문화시설,공연/연극/문화센터
용인문화원,경기도,장소,문화시설,공연/연극/문화센터
김포문화원,경기도,장소,문화시설,공연/연극/문화센터
인제문화원,강원도,장소,문화시설,공연/연극/문화센터
단양문화원,충청북도,장소,문화시설,공연/연극/문화센터
보령문화원,충청남도,장소,문화시설,공연/연극/문화센터
무주문화원,전라북도,장소,문화시설,공연/연극/문화센터
갤러리자작나무,서울특별시,장소,문화시설,소형갤러리
갤러리아원,서울특별시,장소,문화시설,소형갤러리
본화랑,서울특별시,장소,문화시설,소형갤러리
도로시살롱,서울특별시,장소,문화시설,소형갤러리
송원갤러리,서울특별시,장소,문화시설,소형갤러리
한국문화정품관갤러리,서울특별시,장소,문화시설,소형갤러리
갤러리마롱,서울특별시,장소,문화시설,소형갤러리
피비갤러리,서울특별시,장소,문화시설,소형갤러리
SPACED9,서울특별시,장소,문화시설,소형갤러리
갤러리두,서울특별시,장소,문화시설,소형갤러리
비앙갤러리,서울특별시,장소,문화시설,소형갤러리
칼리파갤러리,서울특별시,장소,문화시설,소형갤러리
카이스갤러리,서울특별시,장소,문화시설,소형갤러리
노블레스컬렉션,서울특별시,장소,문화시설,소형갤러리
한성자동차드림그림갤러리청담전시장,서울특별시,장소,문화시설,소형갤러리
갤러리제이원,대구광역시,장소,문화시설,소형갤러리
보데프로젝트스페이스대구,대구광역시,장소,문화시설,소형갤러리
갤러리위즈아츠,대구광역시,장소,문화시설,소형갤러리
MJ갤러리,대구광역시,장소,문화시설,소형갤러리
갤러리큐브,경상북도,장소,문화시설,소형갤러리
갤러리에스피,서울특별시,장소,문화시설,소형갤러리
아뜰리에에르메스,서울특별시,장소,문화시설,소형갤러리
복합문화공간행궁재갤러리,경기도,장소,문화시설,소형갤러리
갤러리써포먼트,서울특별시,장소,문화시설,소형갤러리
갤러리구,서울특별시,장소,문화시설,소형갤러리
브라운갤러리2관신사,서울특별시,장소,문화시설,소형갤러리
갤러리오차드,서울특별시,장소,문화시설,소형갤러리
피프티피프티,서울특별시,장소,문화시설,소형갤러리
갤러리오,서울특별시,장소,문화시설,소형갤러리
갤러리화인아츠,서울특별시,장소,문화시설,소형갤러리
에코갤러리,서울특별시,장소,문화시설,소형갤러리
구린파인아트갤러리,서울특별시,장소,문화시설,소형갤러리
가림미술관,경기도,장소,문화시설,소형갤러리
관악문화원,서울특별시,장소,문화시설,공연/연극/문화센터
낙동문화원,부산광역시,장소,문화시설,공연/연극/문화센터
사상문화원,부산광역시,장소,문화시설,공연/연극/문화센터
사하문화원,부산광역시,장소,문화시설,공연/연극/문화센터
남구문화원,대구광역시,장소,문화시설,공연/연극/문화센터
달서구문화원,대구광역시,장소,문화시설,공연/연극/문화센터
연수문화원,인천광역시,장소,문화시설,공연/연극/문화센터
남동문화원,인천광역시,장소,문화시설,공연/연극/문화센터
계양문화원,인천광역시,장소,문화시설,공연/연극/문화센터
북구문화원,광주광역시,장소,문화시설,공연/연극/문화센터
N갤러리,경기도,장소,문화시설,소형갤러리
아침고요갤러리,경기도,장소,문화시설,소형갤러리
갤러리퍼플,경기도,장소,문화시설,소형갤러리
한성자동차드림그림갤러리인천송도전시장,인천광역시,장소,문화시설,소형갤러리
한성자동차드림그림갤러리안성전시장,경기도,장소,문화시설,소형갤러리
표갤러리,서울특별시,장소,문화시설,소형갤러리
태광그룹일주선화갤러리,서울특별시,장소,문화시설,소형갤러리
롯데호텔앤리조트갤러리,서울특별시,장소,문화시설,소형갤러리
나주문화원,전라남도,장소,문화시설,공연/연극/문화센터
무안문화원,전라남도,장소,문화시설,공연/연극/문화센터
청송문화원,경상북도,장소,문화시설,공연/연극/문화센터
예천문화원,경상북도,장소,문화시설,공연/연극/문화센터
의령문화원,경상남도,장소,문화시설,공연/연극/문화센터
연수구문화의집,인천광역시,장소,문화시설,공연/연극/문화센터
농성문화의집,광주광역시,장소,문화시설,공연/연극/문화센터
성남문화의집,경기도,장소,문화시설,공연/연극/문화센터
광명문화의집,경기도,장소,문화시설,공연/연극/문화센터
판부문화의집,강원도,장소,문화시설,공연/연극/문화센터
고성문화의집,강원도,장소,문화시설,공연/연극/문화센터
증평문화의집,충청북도,장소,문화시설,공연/연극/문화센터
주산문화의집,충청남도,장소,문화시설,공연/연극/문화센터
당진생활문화센터,충청남도,장소,문화시설,공연/연극/문화센터
진북문화의집,전라북도,장소,문화시설,공연/연극/문화센터
정읍문화의집,전라북도,장소,문화시설,공연/연극/문화센터
해남문화의집,전라남도,장소,문화시설,공연/연극/문화센터
무안문화의집,전라남도,장소,문화시설,공연/연극/문화센터
전남장애인문화의집,전라남도,장소,문화시설,공연/연극/문화센터
영양문화의집,경상북도,장소,문화시설,공연/연극/문화센터
통영문화의집,경상남도,장소,문화시설,공연/연극/문화센터
일도1동문화의집,제주특별자치도,장소,문화시설,공연/연극/문화센터
해안동문화의집,제주특별자치도,장소,문화시설,공연/연극/문화센터
중문문화의집,제주특별자치도,장소,문화시설,공연/연극/문화센터
민아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
아트원씨어터3관,서울특별시,장소,문화시설,공연/연극/문화센터
마로니에다목적홀,서울특별시,장소,문화시설,공연/연극/문화센터
JTN아트홀4관,서울특별시,장소,문화시설,공연/연극/문화센터
JTN아트홀2관,서울특별시,장소,문화시설,공연/연극/문화센터
홍익대대학로아트센터소극장,서울특별시,장소,문화시설,공연/연극/문화센터
재능문화센터,서울특별시,장소,문화시설,공연/연극/문화센터
오떼아뜨르,서울특별시,장소,문화시설,공연/연극/문화센터
대학로아트홀1관,서울특별시,장소,문화시설,공연/연극/문화센터
아트원씨어터1관,서울특별시,장소,문화시설,공연/연극/문화센터
아트씨어터문,서울특별시,장소,문화시설,공연/연극/문화센터
스튜디오76,서울특별시,장소,문화시설,공연/연극/문화센터
보은문화예술회관,충청북도,장소,문화시설,대형예술센터
태안군문화예술회관,충청남도,장소,문화시설,대형예술센터
부안예술회관,전라북도,장소,문화시설,대형예술센터
보성군문화예술회관,전라남도,장소,문화시설,대형예술센터
뮤지컬아트센터굿씨어터,서울특별시,장소,문화시설,공연/연극/문화센터
예술공간서울,서울특별시,장소,문화시설,공연/연극/문화센터
스텀프,서울특별시,장소,문화시설,공연/연극/문화센터
더시어터,서울특별시,장소,문화시설,공연/연극/문화센터
용산랜드시네마,서울특별시,장소,문화시설,공연/연극/문화센터
가야극장,서울특별시,장소,문화시설,공연/연극/문화센터
연세대학교노천극장,서울특별시,장소,문화시설,공연/연극/문화센터
더스테이지,서울특별시,장소,문화시설,공연/연극/문화센터
홍대비보이전용극장,서울특별시,장소,문화시설,공연/연극/문화센터
씽크아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
BREAKOUT전용관,서울특별시,장소,문화시설,공연/연극/문화센터
IBK점프전용관,서울특별시,장소,문화시설,공연/연극/문화센터
서울퍼포밍아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
열림홀,서울특별시,장소,문화시설,공연/연극/문화센터
인천광역시문화회관,인천광역시,장소,문화시설,대형예술센터
홍천문화예술회관,강원도,장소,문화시설,대형예술센터
솜리문화예술회관,전라북도,장소,문화시설,대형예술센터
제주특별자치도문예회관,제주특별자치도,장소,문화시설,대형예술센터
인천수봉문화회관,인천광역시,장소,문화시설,대형예술센터
빛고을시민문화관,광주광역시,장소,문화시설,대형예술센터
문화예술회관,경기도,장소,문화시설,대형예술센터
광주시문예회관,경기도,장소,문화시설,대형예술센터
용인포은아트홀,경기도,장소,문화시설,대형예술센터
북부문화예술회관,경기도,장소,문화시설,대형예술센터
원주백운아트홀,강원도,장소,문화시설,대형예술센터
괴산문화예술회관,충청북도,장소,문화시설,대형예술센터
성주군문화예술회관,경상북도,장소,문화시설,대형예술센터
영주문화예술회관,경상북도,장소,문화시설,대형예술센터
의성문화체육회관,경상북도,장소,문화시설,대형예술센터
경상남도문화예술회관,경상남도,장소,문화시설,대형예술센터
서대문문화회관,서울특별시,장소,문화시설,대형예술센터
평촌아트홀,경기도,장소,문화시설,대형예술센터
반석아트홀,경기도,장소,문화시설,대형예술센터
논산문화예술회관,충청남도,장소,문화시설,대형예술센터
서천군문예의전당,충청남도,장소,문화시설,대형예술센터
아산시평생학습문화센터,충청남도,장소,문화시설,대형예술센터
달성문화재단,대구광역시,장소,문화시설,대형예술센터
포항시문화예술회관,경상북도,장소,문화시설,대형예술센터
포항대잠홀,경상북도,장소,문화시설,대형예술센터
3.15아트센터,경상남도,장소,문화시설,대형예술센터
완주군향토예술문화회관,전라북도,장소,문화시설,대형예술센터
장흥문화예술회관,전라남도,장소,문화시설,대형예술센터
화곡문화의집,서울특별시,장소,문화시설,공연/연극/문화센터
대륜문화의집,제주특별자치도,장소,문화시설,공연/연극/문화센터
CJ문화재단아지트대학로,서울특별시,장소,문화시설,공연/연극/문화센터
