이름,지역,클래스,카테고리,세부분류
영월화석박물관,강원도,장소,문화시설,기타전시/박물관
세계민속악기박물관,강원도,장소,문화시설,기타전시/박물관
아프리카미술박물관,강원도,장소,문화시설,기타전시/박물관
청전전각박물관,강원도,장소,문화시설,기타전시/박물관
호안다구박물관,강원도,장소,문화시설,기타전시/박물관
소금강돌박물관,강원도,장소,문화시설,기타전시/박물관
관노가면극전수교육관,강원도,장소,문화시설,기타전시/박물관
강릉농악전수교육관,강원도,장소,문화시설,기타전시/박물관
허균허난설헌기념관,강원도,장소,문화시설,기타전시/박물관
보문야외공연장,경상북도,장소,문화시설,공연/연극/문화센터
경주오르골소리박물관,경상북도,장소,문화시설,기타전시/박물관
향기체험관,강원도,장소,문화시설,기타전시/박물관
영광노을전시관,전라남도,장소,문화시설,대형전시/박물관
가양오토갤러리,서울특별시,장소,문화시설,소형갤러리
실학박물관,경기도,장소,문화시설,기타전시/박물관
전주자연생태박물관,전라북도,장소,문화시설,대형전시/박물관
꼬리명주나비생태학습장,전라북도,장소,문화시설,기타전시/박물관
백제군사박물관,충청남도,장소,문화시설,대형전시/박물관
충효동회관,광주광역시,장소,문화시설,구민/시민회관
명동예술극장,서울특별시,장소,문화시설,공연/연극/문화센터
성옥기념관,전라남도,장소,문화시설,대형기념관/묘역
해남공룡박물관,전라남도,장소,문화시설,기타전시/박물관
토이뮤지엄,부산광역시,장소,문화시설,기타전시/박물관
안성마춤유기박물관,경기도,장소,문화시설,기타전시/박물관
옥공예전시관,전라남도,장소,문화시설,기타전시/박물관
해남공룡박물관조류생태관,전라남도,장소,문화시설,기타전시/박물관
경산시민회관,경상북도,장소,문화시설,구민/시민회관
주거변천사야외전시장,전라남도,장소,문화시설,대형전시/박물관
진해드림파크진해만생태숲전시관,경상남도,장소,문화시설,기타전시/박물관
고성수석전시관,경상남도,장소,문화시설,기타전시/박물관
강경덕유정,충청남도,장소,문화시설,기타전시/박물관
연기향토박물관,세종특별자치시,장소,문화시설,기타전시/박물관
현포테마박물관,경상북도,장소,문화시설,기타전시/박물관
남산창작센터,서울특별시,장소,문화시설,공연/연극/문화센터
밀라노디자인시티,인천광역시,장소,문화시설,기타전시/박물관
흙방도예체험전시관,광주광역시,장소,문화시설,기타전시/박물관
상해임시정부청사독립운동역사관,전라남도,장소,문화시설,기타전시/박물관
인천개항장근대건축전시관,인천광역시,장소,문화시설,기타전시/박물관
정림사지박물관,충청남도,장소,문화시설,기타전시/박물관
퀸즈하우스,제주특별자치도,장소,문화시설,기타전시/박물관
한국미용박물관,광주광역시,장소,문화시설,기타전시/박물관
풀만뮤지컬극장,경상남도,장소,문화시설,공연/연극/문화센터
제천한방바이오박람회,충청북도,장소,문화시설,기타전시/박물관
경남문학관,경상남도,장소,문화시설,대형기념관/묘역
대청호미술관,충청북도,장소,문화시설,미술관
수생식물학습원,충청북도,장소,문화시설,기타전시/박물관
농심테마공원,충청북도,장소,문화시설,기타전시/박물관
별새꽃돌자연과학관,충청북도,장소,문화시설,기타전시/박물관
기범조형연구소,충청북도,장소,문화시설,기타전시/박물관
가평생활문화관,전라남도,장소,문화시설,구민/시민회관
용산전쟁기념관옥외전시장,서울특별시,장소,문화시설,기타전시/박물관
청풍명월전시관,충청북도,장소,문화시설,기타전시/박물관
신밀양청년회의소,경상남도,장소,문화시설,구민/시민회관
명촌문화센터,울산광역시,장소,문화시설,공연/연극/문화센터
감곡복숭아홍보관,충청북도,장소,문화시설,기타전시/박물관
정남진수석전시관,전라남도,장소,문화시설,기타전시/박물관
원서문학관,충청북도,장소,문화시설,기타전시/박물관
무형문화재전시관,광주광역시,장소,문화시설,기타전시/박물관
강원랜드뿌리관,강원도,장소,문화시설,기타전시/박물관
관동군731부대마루타박물관,강원도,장소,문화시설,기타전시/박물관
연세대학교원주박물관,강원도,장소,문화시설,기타전시/박물관
진부령미술관,강원도,장소,문화시설,미술관
김제문화예술회관,전라북도,장소,문화시설,대형예술센터
63빌딩컨벤션센터,서울특별시,장소,문화시설,컨벤션센터
청전전각박물관,강원도,장소,문화시설,기타전시/박물관
치악민속박물관,강원도,장소,문화시설,기타전시/박물관
쾌연재도자박물관,강원도,장소,문화시설,기타전시/박물관
타이어역사박물관,광주광역시,장소,문화시설,기타전시/박물관
고구려대장간마을,경기도,장소,문화시설,기타전시/박물관
김교각기념관,경기도,장소,문화시설,기타전시/박물관
네버랜드픽처북뮤지엄,경기도,장소,문화시설,기타전시/박물관
돌석도예박물관,경기도,장소,문화시설,기타전시/박물관
밥돌박물관,경기도,장소,문화시설,기타전시/박물관
사중금도예관,경기도,장소,문화시설,소형갤러리
안양역사관,경기도,장소,문화시설,기타전시/박물관
오남공룡전시체험관,경기도,장소,문화시설,기타전시/박물관
천의얼굴박물관,경기도,장소,문화시설,기타전시/박물관
친환경농업박물관,경기도,장소,문화시설,대형전시/박물관
김해민속박물관,경상남도,장소,문화시설,기타전시/박물관
남명기념관,경상남도,장소,문화시설,기타전시/박물관
진해박물관,경상남도,장소,문화시설,기타전시/박물관
표충사호국박물관,경상남도,장소,문화시설,기타전시/박물관
덕동민속전시관,경상북도,장소,문화시설,기타전시/박물관
인천아트플랫폼,인천광역시,장소,문화시설,대형예술센터
우리금융아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
영상복합문화관,광주광역시,장소,문화시설,기타전시/박물관
하의농민운동기념관,전라남도,장소,문화시설,기타전시/박물관
소금전시관,전라남도,장소,문화시설,기타전시/박물관
일강김철선생기념관,전라남도,장소,문화시설,기타전시/박물관
향토문화관,전라남도,장소,문화시설,기타전시/박물관
섬진강어류생태관,전라남도,장소,문화시설,기타전시/박물관
포은정몽주선생묘,경기도,장소,문화시설,대형기념관/묘역
영묘제,경기도,장소,문화시설,기타전시/박물관
세종이야기,서울특별시,장소,문화시설,기타전시/박물관
ANGVA동해엑스포전시관,강원도,장소,문화시설,기타전시/박물관
마애솔숲공원선사유적전시관,경상북도,장소,문화시설,기타전시/박물관
영양서석지유물관,경상북도,장소,문화시설,기타전시/박물관
숭덕박물관,경상북도,장소,문화시설,기타전시/박물관
오어사유물전시관,경상북도,장소,문화시설,기타전시/박물관
용문사성보유물관,경상북도,장소,문화시설,기타전시/박물관
은해사유물전시관,경상북도,장소,문화시설,기타전시/박물관
정기룡장군유물전시관,경상북도,장소,문화시설,기타전시/박물관
지훈문학관,경상북도,장소,문화시설,기타전시/박물관
측량박물관,경상북도,장소,문화시설,기타전시/박물관
계명대의료선교박물관,대구광역시,장소,문화시설,기타전시/박물관
계명문화대학유물전시실,대구광역시,장소,문화시설,기타전시/박물관
대구보건대학교박물관,대구광역시,장소,문화시설,기타전시/박물관
섬진강문화학교,전라남도,장소,문화시설,기타전시/박물관
조태일시문학기념관,전라남도,장소,문화시설,기타전시/박물관
천연기념물센터,대전광역시,장소,문화시설,기타전시/박물관
한남대학교중앙박물관,대전광역시,장소,문화시설,기타전시/박물관
성보박물관,부산광역시,장소,문화시설,기타전시/박물관
무안생태갯벌센터,전라남도,장소,문화시설,기타전시/박물관
서편제보성소리전수관,전라남도,장소,문화시설,기타전시/박물관
방원공룡박물관,전라남도,장소,문화시설,기타전시/박물관
신안갯벌센터슬로시티센터,전라남도,장소,문화시설,기타전시/박물관
한화기념관,인천광역시,장소,문화시설,기타전시/박물관
소안항일운동기념관,전라남도,장소,문화시설,기타전시/박물관
장영실과학동산,부산광역시,장소,문화시설,기타전시/박물관
울주문화예술회관,울산광역시,장소,문화시설,공연/연극/문화센터
포도문화관,경기도,장소,문화시설,기타전시/박물관
원불교역사박물관,전라북도,장소,문화시설,기타전시/박물관
효자아트홀,경상북도,장소,문화시설,공연/연극/문화센터
인월요업전시관,전라북도,장소,문화시설,기타전시/박물관
혼불문학관,전라북도,장소,문화시설,소형갤러리
강원향토공예관,강원도,장소,문화시설,소형갤러리
고려대학교백주년기념관,서울특별시,장소,문화시설,기타전시/박물관
삼척동굴탐험관,강원도,장소,문화시설,기타전시/박물관
미시령산림관,강원도,장소,문화시설,기타전시/박물관
도자기엑스포장,경기도,장소,문화시설,기타전시/박물관
이동녕선생기념관,충청남도,장소,문화시설,기타전시/박물관
새마을운동발상지기념관,경상북도,장소,문화시설,기타전시/박물관
김영갑갤러리두모악,제주특별자치도,장소,문화시설,미술관
북구문예회관,울산광역시,장소,문화시설,공연/연극/문화센터
수성아트피아,대구광역시,장소,문화시설,공연/연극/문화센터
평촌아트홀,경기도,장소,문화시설,소형갤러리
보령문예회관,충청남도,장소,문화시설,공연/연극/문화센터
금구조각공원조각전시관,전라북도,장소,문화시설,기타전시/박물관
고창고인돌박물관,전라북도,장소,문화시설,기타전시/박물관
고창군립미술관,전라북도,장소,문화시설,미술관
향토사료관,전라북도,장소,문화시설,기타전시/박물관
향토문화사료관,전라북도,장소,문화시설,기타전시/박물관
최명희문학관,전라북도,장소,문화시설,기타전시/박물관
설예원,전라북도,장소,문화시설,기타전시/박물관
남원향토박물관,전라북도,장소,문화시설,기타전시/박물관
동학혁명기념관,전라북도,장소,문화시설,기타전시/박물관
트라이볼,인천광역시,장소,문화시설,대형전시/박물관
한국환경자원공사,서울특별시,장소,문화시설,기타전시/박물관
퀸라이브홀,서울특별시,장소,문화시설,공연/연극/문화센터
청양문화예술회관,충청남도,장소,문화시설,공연/연극/문화센터
이경순소리박물관,경기도,장소,문화시설,기타전시/박물관
창원과학체험관,경상남도,장소,문화시설,기타전시/박물관
가산화랑,경기도,장소,문화시설,기타전시/박물관
춘양목산림체험관,경상북도,장소,문화시설,기타전시/박물관
우도농학보존회,전라남도,장소,문화시설,기타전시/박물관
진양호공원전통예술회관,경상남도,장소,문화시설,기타전시/박물관
고성농요전수교육관,경상남도,장소,문화시설,기타전시/박물관
여농미술관,경상남도,장소,문화시설,소형갤러리
통영예능전수관,경상남도,장소,문화시설,기타전시/박물관
가곡전수관,경상남도,장소,문화시설,기타전시/박물관
황순원문학촌소나기마을,경기도,장소,문화시설,기타전시/박물관
갤러리다우니,경기도,장소,문화시설,소형갤러리
보현산천문과학관,경상북도,장소,문화시설,기타전시/박물관
김천빗내농악전수관,경상북도,장소,문화시설,기타전시/박물관
관문사성보박물관,서울특별시,장소,문화시설,기타전시/박물관
국립중앙극장공연예술박물관,서울특별시,장소,문화시설,기타전시/박물관
유크리안트,충청북도,장소,문화시설,기타전시/박물관
청주어린이미술관,충청북도,장소,문화시설,미술관
지렁이다,서울특별시,장소,문화시설,기타전시/박물관
상명대학교박물관,서울특별시,장소,문화시설,기타전시/박물관
실크로드박물관,서울특별시,장소,문화시설,기타전시/박물관
울트라건축박물관,서울특별시,장소,문화시설,기타전시/박물관
63스카이아트미술관,서울특별시,장소,문화시설,미술관
인문학박물관,서울특별시,장소,문화시설,기타전시/박물관
티베트뮤지엄,서울특별시,장소,문화시설,기타전시/박물관
충렬공박제상기념관,울산광역시,장소,문화시설,기타전시/박물관
갯벌미술관,전라남도,장소,문화시설,미술관
충민사유물전시관,전라남도,장소,문화시설,기타전시/박물관
소금박물관,전라남도,장소,문화시설,기타전시/박물관
홍길동전시관,전라남도,장소,문화시설,기타전시/박물관
민속유물전시관,전라북도,장소,문화시설,기타전시/박물관
마한관,전라북도,장소,문화시설,기타전시/박물관
벽천미술관,전라북도,장소,문화시설,미술관
순창장류박물관,전라북도,장소,문화시설,대형전시/박물관
신평생활사박물관,전라북도,장소,문화시설,기타전시/박물관
농업기술센터농특산물홍보관,제주특별자치도,장소,문화시설,기타전시/박물관
제주미니랜드세계미니어처전시관,제주특별자치도,장소,문화시설,기타전시/박물관
소인국테마파크전시관,제주특별자치도,장소,문화시설,기타전시/박물관
제주현대미술관,제주특별자치도,장소,문화시설,대형미술관
조안베어뮤지엄,제주특별자치도,장소,문화시설,기타전시/박물관
중문민속박물관,제주특별자치도,장소,문화시설,기타전시/박물관
결성농요농사박물관,충청남도,장소,문화시설,기타전시/박물관
공주교육대학교박물관,충청남도,장소,문화시설,기타전시/박물관
전파기술발달사관,충청남도,장소,문화시설,기타전시/박물관
칠백의총기념관,충청남도,장소,문화시설,기타전시/박물관
한서대학교박물관,충청남도,장소,문화시설,기타전시/박물관
단춘미술관,충청북도,장소,문화시설,미술관
동곡박물관,충청북도,장소,문화시설,기타전시/박물관
옥천향토전시관,충청북도,장소,문화시설,기타전시/박물관
제천의병전시관,충청북도,장소,문화시설,기타전시/박물관
향토자료전시관,충청북도,장소,문화시설,기타전시/박물관
향토민속자료전시관,충청북도,장소,문화시설,기타전시/박물관
충청북도농업과학관,충청북도,장소,문화시설,기타전시/박물관
충북교육박물관,충청북도,장소,문화시설,기타전시/박물관
임충민공충렬사유물전시관,충청북도,장소,문화시설,기타전시/박물관
함안발효식품체험관,경상남도,장소,문화시설,기타전시/박물관
종교미술박물관,강원도,장소,문화시설,기타전시/박물관
포항시립미술관,경상북도,장소,문화시설,대형미술관
제주아트센터,제주특별자치도,장소,문화시설,대형예술센터
성북구립미술관,서울특별시,장소,문화시설,미술관
우주지구박물관,경기도,장소,문화시설,기타전시/박물관
왜관지구전적기념관,경상북도,장소,문화시설,기타전시/박물관
보문천호예술원,경상북도,장소,문화시설,기타전시/박물관
선비문화수련원,경상북도,장소,문화시설,기타전시/박물관
안동물문화관,경상북도,장소,문화시설,기타전시/박물관
자연색문화체험관,경상북도,장소,문화시설,기타전시/박물관
청송옹기체험관,경상북도,장소,문화시설,기타전시/박물관
학도의용군전승기념관,경상북도,장소,문화시설,기타전시/박물관
장보고기념관,전라남도,장소,문화시설,기타전시/박물관
금곡숲속미술관,전라남도,장소,문화시설,미술관
모리스갤러리,대전광역시,장소,문화시설,미술관
지리산지구전적기념관,전라북도,장소,문화시설,기타전시/박물관
함평군민회관,전라남도,장소,문화시설,구민/시민회관
인천서구구민회관,인천광역시,장소,문화시설,구민/시민회관
나주시민회관,전라남도,장소,문화시설,구민/시민회관
예산군문예회,충청남도,장소,문화시설,구민/시민회관
금천구민회관,서울특별시,장소,문화시설,구민/시민회관
은평구민회관,서울특별시,장소,문화시설,구민/시민회관
서대문문화체육회관,서울특별시,장소,문화시설,구민/시민회관
익산시민회관,전라북도,장소,문화시설,구민/시민회관
담양군민회관,전라남도,장소,문화시설,구민/시민회관
성동구민회관,서울특별시,장소,문화시설,구민/시민회관
서울특별시새마을회관,서울특별시,장소,문화시설,구민/시민회관
논산시민회관,충청남도,장소,문화시설,구민/시민회관
천안시민회관,충청남도,장소,문화시설,구민/시민회관
포천시민회관,경기도,장소,문화시설,구민/시민회관
세종시민회관,세종특별자치시,장소,문화시설,구민/시민회관
진천군민회관,충청북도,장소,문화시설,구민/시민회관
순천시민회관,전라남도,장소,문화시설,구민/시민회관
장수군민회관,전라북도,장소,문화시설,구민/시민회관
화천군문화예술회관,강원도,장소,문화시설,구민/시민회관
영동군민회관,충청북도,장소,문화시설,구민/시민회관
괴산군문화예술회관,충청북도,장소,문화시설,구민/시민회관
남해군민회관,경상남도,장소,문화시설,구민/시민회관
상촌면민회관,충청북도,장소,문화시설,구민/시민회관
충주예총회관,충청북도,장소,문화시설,구민/시민회관
충주시민회관,충청북도,장소,문화시설,구민/시민회관
원주시민회관,강원도,장소,문화시설,구민/시민회관
원주시시민문화센터,강원도,장소,문화시설,구민/시민회관
구미시민회관,경상북도,장소,문화시설,구민/시민회관
단양군민회관,충청북도,장소,문화시설,구민/시민회관
칠곡군민회관,경상북도,장소,문화시설,구민/시민회관
서라벌회관,대구광역시,장소,문화시설,구민/시민회관
의성군민회관,경상북도,장소,문화시설,구민/시민회관
봉화군민회관,경상북도,장소,문화시설,구민/시민회관
청송군민회관,경상북도,장소,문화시설,구민/시민회관
삼척시민회관,강원도,장소,문화시설,구민/시민회관
경주시민회관,경상북도,장소,문화시설,구민/시민회관
용소회관,부산광역시,장소,문화시설,구민/시민회관
포항시민회관,경상북도,장소,문화시설,구민/시민회관
영덕군민회관,경상북도,장소,문화시설,구민/시민회관
예주문화예술회관,경상북도,장소,문화시설,구민/시민회관
울진문화예술회관,경상북도,장소,문화시설,구민/시민회관
무주도예원,전라북도,장소,문화시설,기타전시/박물관
사상생활사박물관,부산광역시,장소,문화시설,기타전시/박물관
태안군농어업인회관,충청남도,장소,문화시설,구민/시민회관
반곡회관,충청남도,장소,문화시설,구민/시민회관
거제조선해양문화관,경상남도,장소,문화시설,대형전시/박물관
부천옹기박물관,경기도,장소,문화시설,기타전시/박물관
오스갤러리,전라북도,장소,문화시설,미술관
123갤러리,서울특별시,장소,문화시설,소형갤러리
김영삼대통령기록전시관,경상남도,장소,문화시설,기타전시/박물관
호미곶해맞이광장새천년기념관,경상북도,장소,문화시설,기타전시/박물관
안상철미술관,경기도,장소,문화시설,미술관
천안어린이체험관,충청남도,장소,문화시설,기타전시/박물관
윤이상기념관,경상남도,장소,문화시설,기타전시/박물관
효령기념물센터,경상북도,장소,문화시설,기타전시/박물관
정인승기념관,전라북도,장소,문화시설,기타전시/박물관
라티에라홍보관,충청남도,장소,문화시설,기타전시/박물관
삼국유사교육문화회관,경상북도,장소,문화시설,공연/연극/문화센터
김제청년회의소,전라북도,장소,문화시설,구민/시민회관
남양주시립박물관,경기도,장소,문화시설,기타전시/박물관
문화랑,서울특별시,장소,문화시설,소형갤러리
호심갤러리,경기도,장소,문화시설,미술관
영남충의단전시관,대구광역시,장소,문화시설,기타전시/박물관
조양회관,대구광역시,장소,문화시설,기타전시/박물관
광활화합관,전라북도,장소,문화시설,구민/시민회관
한국영화박물관,서울특별시,장소,문화시설,기타전시/박물관
일우스페이스,서울특별시,장소,문화시설,소형갤러리
테마박물관,충청남도,장소,문화시설,기타전시/박물관
함안수박전시관,경상남도,장소,문화시설,기타전시/박물관
박연희갤러리,강원도,장소,문화시설,소형갤러리
용일화랑,전라남도,장소,문화시설,소형갤러리
청호화랑,전라남도,장소,문화시설,소형갤러리
향군회관,전라남도,장소,문화시설,구민/시민회관
최현배선생기념관,울산광역시,장소,문화시설,기타전시/박물관
군산예술의전당,전라북도,장소,문화시설,대형예술센터
제주유리박물관,제주특별자치도,장소,문화시설,기타전시/박물관
예림수석전시관,경상북도,장소,문화시설,기타전시/박물관
영덕신재생에너지전시관,경상북도,장소,문화시설,기타전시/박물관
리본,경상남도,장소,문화시설,기타전시/박물관
물문화전시관,경상남도,장소,문화시설,기타전시/박물관
스위트팩토리,서울특별시,장소,문화시설,기타전시/박물관
국제갤러리,대구광역시,장소,문화시설,기타전시/박물관
누에타운곤충탐사과학관,전라북도,장소,문화시설,기타전시/박물관
올림푸스홀,서울특별시,장소,문화시설,공연/연극/문화센터
베어가박물관,강원도,장소,문화시설,기타전시/박물관
안성창작스튜디오,경기도,장소,문화시설,기타전시/박물관
웰빙양잠산물홍보관,대구광역시,장소,문화시설,기타전시/박물관
서강대학교스티브김아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
강산타일전시장,대구광역시,장소,문화시설,기타전시/박물관
금나래아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
제이엔제이갤러리,충청북도,장소,문화시설,소형갤러리
자료전시관,경상북도,장소,문화시설,기타전시/박물관
인천대교기념관,인천광역시,장소,문화시설,기타전시/박물관
노리단,서울특별시,장소,문화시설,공연/연극/문화센터
추억의학교,울산광역시,장소,문화시설,기타전시/박물관
충무공이야기,서울특별시,장소,문화시설,기타전시/박물관
남원항공우주천문대,전라북도,장소,문화시설,기타전시/박물관
화신리다목적회관,충청남도,장소,문화시설,구민/시민회관
부산진일신여학교역사기념관,부산광역시,장소,문화시설,기타전시/박물관
이순신영상관,경상남도,장소,문화시설,기타전시/박물관
다움,전라남도,장소,문화시설,소형갤러리
비엘바이크파크박물관,제주특별자치도,장소,문화시설,기타전시/박물관
섬진강천적곤충관,전라남도,장소,문화시설,기타전시/박물관
빛고을공예창작촌,광주광역시,장소,문화시설,기타전시/박물관
문화예술의전당,전라남도,장소,문화시설,대형예술센터
축제극장몸짓,강원도,장소,문화시설,공연/연극/문화센터
애양원역사관,전라남도,장소,문화시설,기타전시/박물관
영상미디어센터,강원도,장소,문화시설,공연/연극/문화센터
믿거나말거나박물관,제주특별자치도,장소,문화시설,기타전시/박물관
강강수월래전수관,전라남도,장소,문화시설,기타전시/박물관
꼭두박물관,서울특별시,장소,문화시설,기타전시/박물관
부산항홍보관,부산광역시,장소,문화시설,기타전시/박물관
김제문화원,전라북도,장소,문화시설,공연/연극/문화센터
바르만갤러리,서울특별시,장소,문화시설,소형갤러리
건입박물관,제주특별자치도,장소,문화시설,기타전시/박물관
아산갤러리,충청남도,장소,문화시설,소형갤러리
세이레아트센터,제주특별자치도,장소,문화시설,공연/연극/문화센터
한내소극장,경기도,장소,문화시설,공연/연극/문화센터
광주예술극장,경기도,장소,문화시설,공연/연극/문화센터
드림아트홀,대전광역시,장소,문화시설,공연/연극/문화센터
성균소극장,서울특별시,장소,문화시설,공연/연극/문화센터
대학로단막극장,서울특별시,장소,문화시설,공연/연극/문화센터
신연아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
선돌극장,서울특별시,장소,문화시설,공연/연극/문화센터
청아소극장,서울특별시,장소,문화시설,공연/연극/문화센터
게릴라극장,서울특별시,장소,문화시설,공연/연극/문화센터
청운예술극장,서울특별시,장소,문화시설,공연/연극/문화센터
윤당아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
공근혜갤러리,서울특별시,장소,문화시설,소형갤러리
용담호미술관,전라북도,장소,문화시설,미술관
래미안갤러리,서울특별시,장소,문화시설,소형갤러리
구리아트홀,경기도,장소,문화시설,공연/연극/문화센터
시화호갈대습지공원환경생태관,경기도,장소,문화시설,기타전시/박물관
삼베전시관,경상남도,장소,문화시설,기타전시/박물관
전주영화제작소,전라북도,장소,문화시설,공연/연극/문화센터
유스퀘어문화관,광주광역시,장소,문화시설,공연/연극/문화센터
노무현추모의집,경상남도,장소,문화시설,기타전시/박물관
CGV아트홀,서울특별시,장소,문화시설,공연/연극/문화센터
유미재갤러리하우스,경기도,장소,문화시설,미술관
창원아트센터,경상남도,장소,문화시설,기타전시/박물관
류방택천문기상과학관,충청남도,장소,문화시설,기타전시/박물관
미동산수목원수목산야초전시원,충청북도,장소,문화시설,기타전시/박물관
미동산수목원목재문화채험장,충청북도,장소,문화시설,기타전시/박물관
미동산수목원생태체험관,충청북도,장소,문화시설,기타전시/박물관
은암미술관,광주광역시,장소,문화시설,미술관
뉴컴퍼니소극장,대구광역시,장소,문화시설,공연/연극/문화센터
대담,전라남도,장소,문화시설,기타전시/박물관
문학시어터,인천광역시,장소,문화시설,공연/연극/문화센터
박경리기념관,경상남도,장소,문화시설,기타전시/박물관
내포제시조전수관,충청남도,장소,문화시설,기타전시/박물관
증평민속체험박물관,충청북도,장소,문화시설,기타전시/박물관
농다리전시관,충청북도,장소,문화시설,기타전시/박물관
부여곤충나라,충청남도,장소,문화시설,기타전시/박물관
솔고온갤러리,서울특별시,장소,문화시설,소형갤러리
인동화석박물관,경상북도,장소,문화시설,기타전시/박물관
새미래전시관,광주광역시,장소,문화시설,기타전시/박물관
알펜시아리조트홍보관,강원도,장소,문화시설,기타전시/박물관
애보박물관,인천광역시,장소,문화시설,기타전시/박물관
코오롱건설주택문화관,서울특별시,장소,문화시설,기타전시/박물관
작은향기전시관,경기도,장소,문화시설,소형갤러리
삼호아트센터,경기도,장소,문화시설,공연/연극/문화센터
백동연죽장,전라북도,장소,문화시설,기타전시/박물관
한국전력전력홍보관,충청북도,장소,문화시설,기타전시/박물관
문경성조각전시관,경상북도,장소,문화시설,기타전시/박물관
문경새재야외공연장,경상북도,장소,문화시설,공연/연극/문화센터
불교작품갤러리,부산광역시,장소,문화시설,소형갤러리
갤러리아트사간,서울특별시,장소,문화시설,소형갤러리
갤러리드맹,서울특별시,장소,문화시설,소형갤러리
조현화랑,서울특별시,장소,문화시설,소형갤러리
가당아트갤러리,강원도,장소,문화시설,소형갤러리
강화문학관,인천광역시,장소,문화시설,기타전시/박물관
메트로갤러리,대구광역시,장소,문화시설,소형갤러리
갤러리세줄,서울특별시,장소,문화시설,기타전시/박물관
샘터화랑,경기도,장소,문화시설,기타전시/박물관
통인화랑,서울특별시,장소,문화시설,기타전시/박물관
서울미술관,서울특별시,장소,문화시설,미술관
달뫼미술관,전라남도,장소,문화시설,미술관
구암갤러리,강원도,장소,문화시설,소형갤러리
한기숙갤러리,대구광역시,장소,문화시설,소형갤러리
트리아드갤러리,서울특별시,장소,문화시설,기타전시/박물관
청계창작스튜디오,서울특별시,장소,문화시설,미술관
어린이민속박물관,서울특별시,장소,문화시설,대형전시/박물관
아프리카미술관,서울특별시,장소,문화시설,미술관
아트스페이스H,서울특별시,장소,문화시설,미술관
씽크씽크미술관,서울특별시,장소,문화시설,미술관
소울아트스페이스,부산광역시,장소,문화시설,공연/연극/문화센터
설미재미술관,경기도,장소,문화시설,미술관
서정욱갤러리,서울특별시,장소,문화시설,소형갤러리
봉산문화회관,대구광역시,장소,문화시설,공연/연극/문화센터
명동갤러리,서울특별시,장소,문화시설,소형갤러리
리나갤러리,서울특별시,장소,문화시설,소형갤러리
국립현대미술관고양레지던시,경기도,장소,문화시설,기타전시/박물관
채스아트센터,부산광역시,장소,문화시설,미술관
갤러리자인제노,서울특별시,장소,문화시설,미술관
갤러리이앙,서울특별시,장소,문화시설,미술관
갤러리영,서울특별시,장소,문화시설,소형갤러리
CICA미술관,경기도,장소,문화시설,미술관
탈춤공연장,경상북도,장소,문화시설,공연/연극/문화센터
안동문화예술의전당,경상북도,장소,문화시설,공연/연극/문화센터
대구음식관광박람회,대구광역시,장소,문화시설,대형전시/박물관
람사르문화관,경상남도,장소,문화시설,기타전시/박물관
옛농촌문화전시관,광주광역시,장소,문화시설,기타전시/박물관
심산기념관,경상북도,장소,문화시설,기타전시/박물관
월하문학관,강원도,장소,문화시설,기타전시/박물관
제주표착기념관,제주특별자치도,장소,문화시설,기타전시/박물관
갤러리AN,충청남도,장소,문화시설,소형갤러리
현장아트홀,경상남도,장소,문화시설,공연/연극/문화센터
대구근대역사관,대구광역시,장소,문화시설,기타전시/박물관
합천임란창의기념관,경상남도,장소,문화시설,기타전시/박물관
관성야외공연장,충청북도,장소,문화시설,공연/연극/문화센터
삼양동자치회관,서울특별시,장소,문화시설,구민/시민회관
솜씨,서울특별시,장소,문화시설,기타전시/박물관
시민들의그림,경기도,장소,문화시설,소형갤러리
정문규미술관,경기도,장소,문화시설,미술관
일지안호범미술관,경기도,장소,문화시설,미술관
아산향군회관,충청남도,장소,문화시설,구민/시민회관
국가식품클러스터홍보관,전라북도,장소,문화시설,기타전시/박물관
장수풍뎅이전시관,전라남도,장소,문화시설,기타전시/박물관
금강아트센터,충청남도,장소,문화시설,미술관
아산옹기전시체험관,충청남도,장소,문화시설,기타전시/박물관
한국차박물관,전라남도,장소,문화시설,기타전시/박물관
민물고기전시관,경상남도,장소,문화시설,기타전시/박물관
청원군농업인회관,충청북도,장소,문화시설,구민/시민회관
향군회관,충청북도,장소,문화시설,구민/시민회관
향군회관,경상북도,장소,문화시설,구민/시민회관
농업인회관,경상북도,장소,문화시설,구민/시민회관
송도정보화신도시홍보관,인천광역시,장소,문화시설,기타전시/박물관
고성소가야유물전시관,경상남도,장소,문화시설,기타전시/박물관
낙동강생태학습관,경상북도,장소,문화시설,기타전시/박물관
모란미술관문화센터,경기도,장소,문화시설,미술관
구미코,경상북도,장소,문화시설,기타전시/박물관
주라기스튜디오,경기도,장소,문화시설,공연/연극/문화센터
백양사박물관,전라남도,장소,문화시설,기타전시/박물관
화장실박물관,경기도,장소,문화시설,기타전시/박물관
원주옻문화센터,강원도,장소,문화시설,공연/연극/문화센터
커피커퍼커피박물관,강원도,장소,문화시설,기타전시/박물관
목공예전시장,경상남도,장소,문화시설,기타전시/박물관
