이름,지역,클래스,카테고리,세부분류
선곡리유물산포지,경기도,장소,관광지,유명사적/유적지
선곡리유물산포지,경기도,장소,관광지,유명사적/유적지
연천옥계리태실,경기도,장소,관광지,유명사적/유적지
옥계리유물산포지,경기도,장소,관광지,유명사적/유적지
삼거리사지,경기도,장소,관광지,유명사적/유적지
삼거리고분,경기도,장소,관광지,유명사적/유적지
삼거리유물산포지,경기도,장소,관광지,유명사적/유적지
고릉리요지,경기도,장소,관광지,유명사적/유적지
고릉리요지,경기도,장소,관광지,유명사적/유적지
고릉리요지,경기도,장소,관광지,유명사적/유적지
고릉리유물산포지,경기도,장소,관광지,유명사적/유적지
늘목리은행나무,경기도,장소,관광지,유명사적/유적지
늘목리사지,경기도,장소,관광지,유명사적/유적지
늘목리보루,경기도,장소,관광지,유명사적/유적지
간파리은행나무,경기도,장소,관광지,유명사적/유적지
간파리느티나무,경기도,장소,관광지,유명사적/유적지
간파리봉수지,경기도,장소,관광지,유명사적/유적지
간파리적석유구,경기도,장소,관광지,유명사적/유적지
신답리유물산포지,경기도,장소,관광지,유명사적/유적지
신답리유물산포지,경기도,장소,관광지,유명사적/유적지
신답리유물산포지,경기도,장소,관광지,유명사적/유적지
은대리유물산포지,경기도,장소,관광지,유명사적/유적지
전곡리요지,경기도,장소,관광지,유명사적/유적지
전곡리적석총,경기도,장소,관광지,유명사적/유적지
부곡리요지,경기도,장소,관광지,유명사적/유적지
지장사지,경기도,장소,관광지,유명사적/유적지
부곡리사지,경기도,장소,관광지,유명사적/유적지
원적사지,경기도,장소,관광지,유명사적/유적지
창영세불망비,경기도,장소,관광지,비/탑/문/각
고문리사지,경기도,장소,관광지,유명사적/유적지
통현리지석묘,경기도,장소,관광지,유명사적/유적지
통현리지석묘,경기도,장소,관광지,유명사적/유적지
통현리지석묘,경기도,장소,관광지,유명사적/유적지
통현리고분,경기도,장소,관광지,유명사적/유적지
동막리요지,경기도,장소,관광지,유명사적/유적지
동막리태실,경기도,장소,관광지,유명사적/유적지
동막리태실,경기도,장소,관광지,유명사적/유적지
윤익원선정비,경기도,장소,관광지,비/탑/문/각
조린선정비,경기도,장소,관광지,비/탑/문/각
허혼선정비,경기도,장소,관광지,비/탑/문/각
현관아터,경기도,장소,관광지,유명사적/유적지
현향교터,경기도,장소,관광지,유명사적/유적지
옥산리암각문,경기도,장소,관광지,비/탑/문/각
옥산리요지,경기도,장소,관광지,유명사적/유적지
옥산리사지,경기도,장소,관광지,유명사적/유적지
차탄리성황당,경기도,장소,관광지,유명사적/유적지
차탄리석불입상,경기도,장소,관광지,유명사적/유적지
차탄리사지,경기도,장소,관광지,유명사적/유적지
차탄리봉화봉보루,경기도,장소,관광지,유명사적/유적지
상리유물산포지,경기도,장소,관광지,유명사적/유적지
와초리향나무,경기도,장소,관광지,유명사적/유적지
마애사면석불,경기도,장소,관광지,유명사적/유적지
파주리당간지주,경기도,장소,관광지,유명사적/유적지
석조여래입상,경기도,장소,관광지,유명사적/유적지
김덕함묘,경기도,장소,관광지,비/탑/문/각
이광정묘,경기도,장소,관광지,비/탑/문/각
성임묘및신도비,경기도,장소,관광지,비/탑/문/각
황정욱묘,경기도,장소,관광지,비/탑/문/각
율곡선생유적지,경기도,장소,관광지,비/탑/문/각
이회선생신도비,경기도,장소,관광지,비/탑/문/각
자운서원이이선생신도비,경기도,장소,관광지,비/탑/문/각
청풍김씨열녀비,경기도,장소,관광지,비/탑/문/각
주월리구석기유적,경기도,장소,관광지,유명사적/유적지
당하리지석묘군,경기도,장소,관광지,유명사적/유적지
장단역지,경기도,장소,관광지,유명사적/유적지
석조여래입상,경기도,장소,관광지,유명사적/유적지
구읍리미륵불상,경기도,장소,관광지,유명사적/유적지
흥룡사청암부도,경기도,장소,관광지,유명사적/유적지
인평대군치제문비,경기도,장소,관광지,비/탑/문/각
충목단,경기도,장소,관광지,유명사적/유적지
인평대군묘,경기도,장소,관광지,비/탑/문/각
효자신급정문,경기도,장소,관광지,비/탑/문/각
이규채선생행적비,경기도,장소,관광지,비/탑/문/각
심통원선생묘,경기도,장소,관광지,비/탑/문/각
최면식선생공적비,경기도,장소,관광지,비/탑/문/각
조영원선생공적비,경기도,장소,관광지,비/탑/문/각
유인선효우비,경기도,장소,관광지,비/탑/문/각
영송리선사유적,경기도,장소,관광지,유명사적/유적지
창옥병암각문,경기도,장소,관광지,비/탑/문/각
운담영당,경기도,장소,관광지,유명사적/유적지
타일랜드기념비,경기도,장소,관광지,비/탑/문/각
현충탑,경기도,장소,관광지,비/탑/문/각
영연방참전기념비,경기도,장소,관광지,비/탑/문/각
용문산전투전적비,경기도,장소,관광지,비/탑/문/각
캐나다전투기념비,경기도,장소,관광지,비/탑/문/각
호주전투기념비,경기도,장소,관광지,비/탑/문/각
3.1운동기념비,경기도,장소,관광지,비/탑/문/각
가평전투전적비,경기도,장소,관광지,비/탑/문/각
석천암,경기도,장소,관광지,유명사적/유적지
박장철효자각,경기도,장소,관광지,비/탑/문/각
최루백효자비각,경기도,장소,관광지,비/탑/문/각
밀양박씨충렬각,경기도,장소,관광지,비/탑/문/각
홍승인고가,경기도,장소,관광지,고택/생가/민속마을
용주사범종,경기도,장소,관광지,비/탑/문/각
목아미타불좌상,경기도,장소,관광지,유명사적/유적지
3.1운동순국유적,경기도,장소,관광지,유명사적/유적지
정용채가옥,경기도,장소,관광지,고택/생가/민속마을
정용래가옥,경기도,장소,관광지,고택/생가/민속마을
전곡리물푸레나무,경기도,장소,관광지,유명사적/유적지
금동향로,경기도,장소,관광지,유명사적/유적지
청동향로,경기도,장소,관광지,유명사적/유적지
용주사상량문,경기도,장소,관광지,비/탑/문/각
전적수사본,경기도,장소,관광지,유명사적/유적지
용주사병풍,경기도,장소,관광지,유명사적/유적지
용주사대웅전후불탱화,경기도,장소,관광지,유명사적/유적지
불설부모은중경,경기도,장소,관광지,유명사적/유적지
용주사대웅보전,경기도,장소,관광지,유명사적/유적지
용주사천보루,경기도,장소,관광지,유명사적/유적지
남양풍화당,경기도,장소,관광지,유명사적/유적지
홍담,경기도,장소,관광지,유명사적/유적지
홍씨열녀정려문,경기도,장소,관광지,비/탑/문/각
기계유씨열녀문,경기도,장소,관광지,비/탑/문/각
김광서효자문,경기도,장소,관광지,비/탑/문/각
부안장씨정려문,경기도,장소,관광지,비/탑/문/각
남정유정려문,경기도,장소,관광지,비/탑/문/각
특별보호구,경기도,장소,관광지,유명사적/유적지
이대원장군묘,경기도,장소,관광지,비/탑/문/각
민세안재홍생가,경기도,장소,관광지,고택/생가/민속마을
한온장군충신정문,경기도,장소,관광지,비/탑/문/각
충의각,경기도,장소,관광지,비/탑/문/각
신숙주영정,경기도,장소,관광지,유명사적/유적지
아양동미륵,경기도,장소,관광지,유명사적/유적지
칠장사오불회괘불탱,경기도,장소,관광지,유명사적/유적지
김중만초상,경기도,장소,관광지,유명사적/유적지
안성봉업사석불입상,경기도,장소,관광지,유명사적/유적지
칠장사삼불회괘불탱,경기도,장소,관광지,유명사적/유적지
청룡사영산회괘불탱,경기도,장소,관광지,유명사적/유적지
청룡사동종,경기도,장소,관광지,비/탑/문/각
청룡사감로탱,경기도,장소,관광지,유명사적/유적지
기솔리석불입상,경기도,장소,관광지,유명사적/유적지
매산리석불입상,경기도,장소,관광지,유명사적/유적지
칠장사당간,경기도,장소,관광지,유명사적/유적지
홍계남장군고루비,경기도,장소,관광지,비/탑/문/각
죽산리삼층석탑,경기도,장소,관광지,비/탑/문/각
오명항선생토적송공비,경기도,장소,관광지,비/탑/문/각
죽산당간지주,경기도,장소,관광지,유명사적/유적지
석남사대웅전,경기도,장소,관광지,유명사적/유적지
석남사마애여래입상,경기도,장소,관광지,유명사적/유적지
칠장사대웅전,경기도,장소,관광지,유명사적/유적지
칠장사소조사천왕상,경기도,장소,관광지,유명사적/유적지
청원사칠층석탑,경기도,장소,관광지,비/탑/문/각
신창리삼층석탑,경기도,장소,관광지,비/탑/문/각
금동관음보살좌상,경기도,장소,관광지,유명사적/유적지
안성죽림리삼층석탑,경기도,장소,관광지,비/탑/문/각
비로자나불좌상,경기도,장소,관광지,유명사적/유적지
안성유명건묘갈,경기도,장소,관광지,유명사적/유적지
청룡사삼층석탑,경기도,장소,관광지,비/탑/문/각
이해룡고가,경기도,장소,관광지,고택/생가/민속마을
죽리석조여래입상,경기도,장소,관광지,유명사적/유적지
법계사신중도,경기도,장소,관광지,유명사적/유적지
법계사화장찰해도,경기도,장소,관광지,유명사적/유적지
무양성,경기도,장소,관광지,유명사적/유적지
만둔사지,경기도,장소,관광지,유명사적/유적지
최규서어서각,경기도,장소,관광지,비/탑/문/각
이종검정려문,경기도,장소,관광지,비/탑/문/각
안성공원석불좌상,경기도,장소,관광지,유명사적/유적지
안성공원석조광배,경기도,장소,관광지,유명사적/유적지
마애불사존불상,경기도,장소,관광지,유명사적/유적지
아양동석불입상,경기도,장소,관광지,유명사적/유적지
석조여래입상,경기도,장소,관광지,유명사적/유적지
안성공원삼층석탑,경기도,장소,관광지,비/탑/문/각
석남사석탑,경기도,장소,관광지,비/탑/문/각
미륵당오층석탑,경기도,장소,관광지,비/탑/문/각
유언호선생묘,경기도,장소,관광지,비/탑/문/각
오정방신도비,경기도,장소,관광지,비/탑/문/각
칠장사사적비,경기도,장소,관광지,비/탑/문/각
윤삼산신도비,경기도,장소,관광지,비/탑/문/각
칠장사동종,경기도,장소,관광지,비/탑/문/각
청룡사부도군,경기도,장소,관광지,유명사적/유적지
석남사부도,경기도,장소,관광지,유명사적/유적지
칠장사부도군,경기도,장소,관광지,유명사적/유적지
최만리선생묘,경기도,장소,관광지,비/탑/문/각
유해옥효자비,경기도,장소,관광지,비/탑/문/각
오두웅효자정문,경기도,장소,관광지,비/탑/문/각
봉한정효자비,경기도,장소,관광지,비/탑/문/각
김준식효자비,경기도,장소,관광지,비/탑/문/각
여양진씨효부정문,경기도,장소,관광지,비/탑/문/각
김유희효자정문,경기도,장소,관광지,비/탑/문/각
장기오효자비,경기도,장소,관광지,비/탑/문/각
이정욱효자비,경기도,장소,관광지,비/탑/문/각
전주이씨정절기념비,경기도,장소,관광지,비/탑/문/각
한동수효자비,경기도,장소,관광지,비/탑/문/각
최재문효자비,경기도,장소,관광지,비/탑/문/각
오치신효자비,경기도,장소,관광지,비/탑/문/각
김해김씨열녀정문,경기도,장소,관광지,비/탑/문/각
전주이씨정려문,경기도,장소,관광지,비/탑/문/각
한여기효자정문,경기도,장소,관광지,비/탑/문/각
전주유씨열녀정문,경기도,장소,관광지,비/탑/문/각
이숭인효자정문,경기도,장소,관광지,비/탑/문/각
박성항정문,경기도,장소,관광지,비/탑/문/각
강일선효자정문,경기도,장소,관광지,비/탑/문/각
최헌효자정문,경기도,장소,관광지,비/탑/문/각
경주최씨정려문,경기도,장소,관광지,비/탑/문/각
행궁,경기도,장소,관광지,유명사적/유적지
수어장대,경기도,장소,관광지,유명사적/유적지
숭열전,경기도,장소,관광지,유명사적/유적지
청량당,경기도,장소,관광지,유명사적/유적지
연무관,경기도,장소,관광지,유명사적/유적지
유정리석불좌상,경기도,장소,관광지,유명사적/유적지
유선생영정,경기도,장소,관광지,유명사적/유적지
석조지장보살좌상,경기도,장소,관광지,유명사적/유적지
개원사지,경기도,장소,관광지,유명사적/유적지
신익희생가,경기도,장소,관광지,고택/생가/민속마을
심흔선생묘,경기도,장소,관광지,비/탑/문/각
지수당,경기도,장소,관광지,유명사적/유적지
백련암부도,경기도,장소,관광지,유명사적/유적지
암마애여래입상,경기도,장소,관광지,유명사적/유적지
명마애보살좌상,경기도,장소,관광지,유명사적/유적지
이천백송,경기도,장소,관광지,유명사적/유적지
이천중리3층석탑,경기도,장소,관광지,비/탑/문/각
설성산성,경기도,장소,관광지,성/성터
이천자석리입상,경기도,장소,관광지,유명사적/유적지
이평리석불입상,경기도,장소,관광지,유명사적/유적지
암석조광배연화좌대,경기도,장소,관광지,유명사적/유적지
관고리5층석탑,경기도,장소,관광지,비/탑/문/각
관고리입상석불,경기도,장소,관광지,유명사적/유적지
갈산리석불입상,경기도,장소,관광지,유명사적/유적지
마애여래상,경기도,장소,관광지,유명사적/유적지
선읍리입상석불,경기도,장소,관광지,유명사적/유적지
석조약사여래좌상,경기도,장소,관광지,유명사적/유적지
도립리육괴정,경기도,장소,관광지,유명사적/유적지
애련정,경기도,장소,관광지,유명사적/유적지
기천서원지,경기도,장소,관광지,유명사적/유적지
윤씨동강공파종택,경기도,장소,관광지,유명사적/유적지
임은이민곤영정,경기도,장소,관광지,유명사적/유적지
신륵사삼층석탑,경기도,장소,관광지,유명사적/유적지
신륵사원구형석조부도,경기도,장소,관광지,유명사적/유적지
명성황후생가탄강구리비,경기도,장소,관광지,비/탑/문/각
마애여래입상,경기도,장소,관광지,유명사적/유적지
신륵사극락보전,경기도,장소,관광지,유명사적/유적지
여주시경수연도,경기도,장소,관광지,유명사적/유적지
이충원영정,경기도,장소,관광지,유명사적/유적지
신륵사팔각원당형석조부도,경기도,장소,관광지,유명사적/유적지
흔암리선사유적지,경기도,장소,관광지,유명사적/유적지
여주매룡리고분군,경기도,장소,관광지,유명사적/유적지
해시계,경기도,장소,관광지,유명사적/유적지
길수익효자비,경기도,장소,관광지,비/탑/문/각
고달사지부도,경기도,장소,관광지,유명사적/유적지
고달사지원종대사탑,경기도,장소,관광지,비/탑/문/각
고달사지석불좌,경기도,장소,관광지,유명사적/유적지
하리3층석탑,경기도,장소,관광지,비/탑/문/각
신륵사다층석탑,경기도,장소,관광지,비/탑/문/각
신륵사보제존자석종,경기도,장소,관광지,비/탑/문/각
신륵사보제존자석종비,경기도,장소,관광지,비/탑/문/각
신륵사대장각기비,경기도,장소,관광지,비/탑/문/각
신륵사보제존자석종앞석등,경기도,장소,관광지,유명사적/유적지
이충원교서,경기도,장소,관광지,유명사적/유적지
조선효종영릉재실,경기도,장소,관광지,유명사적/유적지
김영구가옥,경기도,장소,관광지,고택/생가/민속마을
대로사비,경기도,장소,관광지,비/탑/문/각
이준경선생묘,경기도,장소,관광지,유명사적/유적지
고령신씨신도비군,경기도,장소,관광지,비/탑/문/각
노르웨이참전비,경기도,장소,관광지,비/탑/문/각
백수현전통가옥,경기도,장소,관광지,고택/생가/민속마을
이준선생영정,경기도,장소,관광지,고택/생가/민속마을
정렴선생묘,경기도,장소,관광지,유명사적/유적지
이해수선생묘,경기도,장소,관광지,유명사적/유적지
송질선생묘및신도비,경기도,장소,관광지,유명사적/유적지
빗접바위,경기도,장소,관광지,바위
파평윤씨묘역,경기도,장소,관광지,유명사적/유적지
금수정,경기도,장소,관광지,유명사적/유적지
현등사3층석탑,경기도,장소,관광지,비/탑/문/각
이천보고가,경기도,장소,관광지,고택/생가/민속마을
연하리향나무,경기도,장소,관광지,유명사적/유적지
현등사봉선사종,경기도,장소,관광지,유명사적/유적지
경현단,경기도,장소,관광지,유명사적/유적지
강영천효자문,경기도,장소,관광지,비/탑/문/각
벌묘,경기도,장소,관광지,유명사적/유적지
신앙유적지,경기도,장소,관광지,유명사적/유적지
수종사오층석탑,경기도,장소,관광지,비/탑/문/각
불암사경판,경기도,장소,관광지,유명사적/유적지
수종사부도,경기도,장소,관광지,비/탑/문/각
봉선사괘불,경기도,장소,관광지,유명사적/유적지
신재한상경영정,경기도,장소,관광지,유명사적/유적지
수석리토성,경기도,장소,관광지,유명사적/유적지
홍국사대웅보전,경기도,장소,관광지,유명사적/유적지
양지리향나무,경기도,장소,관광지,천연기념물
진접여경구가옥,경기도,장소,관광지,고택/생가/민속마을
이곤선생효자문,경기도,장소,관광지,비/탑/문/각
수원고읍성,경기도,장소,관광지,성/성터
선정비군,경기도,장소,관광지,비/탑/문/각
삼봉집목판,경기도,장소,관광지,유명사적/유적지
홍학사비각,경기도,장소,관광지,비/탑/문/각
흔들바위,경기도,장소,관광지,바위
안성봉업사지,경기도,장소,관광지,유명사적/유적지
조선백자도요지,경기도,장소,관광지,고택/생가/민속마을
마애여래좌상,경기도,장소,관광지,유명사적/유적지
석우리선돌,경기도,장소,관광지,유명사적/유적지
처리선돌,경기도,장소,관광지,유명사적/유적지
도일봉,경기도,장소,관광지,봉우리/고지
사비문,충청남도,장소,관광지,유명사적/유적지
성지봉,경기도,장소,관광지,봉우리/고지
수리봉,경기도,장소,관광지,봉우리/고지
노산사지,경기도,장소,관광지,유명사적/유적지
김병호고가,경기도,장소,관광지,고택/생가/민속마을
원증국사석종비,경기도,장소,관광지,비/탑/문/각
원증국사석탑,경기도,장소,관광지,비/탑/문/각
상자포리여래입상,경기도,장소,관광지,유명사적/유적지
금동관음보살좌상,경기도,장소,관광지,유명사적/유적지
용천리삼층석탑,경기도,장소,관광지,비/탑/문/각
지평리삼층석탑,경기도,장소,관광지,비/탑/문/각
함왕성지,경기도,장소,관광지,유명사적/유적지
현등사3층지진탑,경기도,장소,관광지,비/탑/문/각
채만식묘소,전라북도,장소,관광지,유명사적/유적지
군산신흥동일본식가옥,전라북도,장소,관광지,고택/생가/민속마을
발산리유적지,전라북도,장소,관광지,유명사적/유적지
오성인의묘,전라북도,장소,관광지,유명사적/유적지
군산부윤관사,전라북도,장소,관광지,고택/생가/민속마을
미륵원지,대전광역시,장소,관광지,유명사적/유적지
보문산성,대전광역시,장소,관광지,성/성터
남간정사,대전광역시,장소,관광지,유명사적/유적지
박팽년선생유허,대전광역시,장소,관광지,유명사적/유적지
갈현성,대전광역시,장소,관광지,성/성터
삼정동산성,대전광역시,장소,관광지,성/성터
노고산성,대전광역시,장소,관광지,성/성터
견두산성,대전광역시,장소,관광지,성/성터
고봉산성,대전광역시,장소,관광지,성/성터
백골산성,대전광역시,장소,관광지,성/성터
계현산성,대전광역시,장소,관광지,성/성터
성치산성,대전광역시,장소,관광지,성/성터
마산동산성,대전광역시,장소,관광지,성/성터
신선봉유적,대전광역시,장소,관광지,유명사적/유적지
삼매당,대전광역시,장소,관광지,유명사적/유적지
월송재,대전광역시,장소,관광지,유명사적/유적지
은진송씨재실,대전광역시,장소,관광지,유명사적/유적지
관동묘려,대전광역시,장소,관광지,유명사적/유적지
송자고택,대전광역시,장소,관광지,고택/생가/민속마을
김태원생가,대전광역시,장소,관광지,유명사적/유적지
유회당,대전광역시,장소,관광지,유명사적/유적지
국사봉유적,대전광역시,장소,관광지,유명사적/유적지
산신당,대전광역시,장소,관광지,유명사적/유적지
보문산마애여래좌상,대전광역시,장소,관광지,유명사적/유적지
정생동백자가마터,대전광역시,장소,관광지,유명사적/유적지
효자정려각,대전광역시,장소,관광지,비/탑/문/각
보문사지,대전광역시,장소,관광지,유명사적/유적지
김관식시비,대전광역시,장소,관광지,비/탑/문/각
박용래시비,대전광역시,장소,관광지,비/탑/문/각
한용운시비,대전광역시,장소,관광지,비/탑/문/각
남분붕유허비,대전광역시,장소,관광지,비/탑/문/각
이색영정,대전광역시,장소,관광지,보물
중암사부도,대전광역시,장소,관광지,유명사적/유적지
고촉사자연미륵불,대전광역시,장소,관광지,유명사적/유적지
유회당종가,대전광역시,장소,관광지,유명사적/유적지
사정성,대전광역시,장소,관광지,성/성터
흑석동산성,대전광역시,장소,관광지,성/성터
파평윤씨서윤공파고택,대전광역시,장소,관광지,고택/생가/민속마을
월평동산성,대전광역시,장소,관광지,성/성터
영모재,대전광역시,장소,관광지,유명사적/유적지
수정재,대전광역시,장소,관광지,유명사적/유적지
동춘당선생고택,대전광역시,장소,관광지,고택/생가/민속마을
옥류각,대전광역시,장소,관광지,비/탑/문/각
송애당,대전광역시,장소,관광지,유명사적/유적지
권준의호구단자,대전광역시,장소,관광지,유명사적/유적지
운부군옥,대전광역시,장소,관광지,유명사적/유적지
윤등동의동복화회입의,대전광역시,장소,관광지,유명사적/유적지
조천신장,대전광역시,장소,관광지,유명사적/유적지
농암진적,대전광역시,장소,관광지,유명사적/유적지
은진송씨정려각,대전광역시,장소,관광지,비/탑/문/각
설고시첩,대전광역시,장소,관광지,보물
질현성,대전광역시,장소,관광지,성/성터
우술성,대전광역시,장소,관광지,성/성터
이현동산성,대전광역시,장소,관광지,성/성터
석조보살입상,대전광역시,장소,관광지,유명사적/유적지
수운교도솔천,대전광역시,장소,관광지,유명사적/유적지
구성산성,대전광역시,장소,관광지,성/성터
적오산성,대전광역시,장소,관광지,성/성터
성북산성,대전광역시,장소,관광지,성/성터
소문산성,대전광역시,장소,관광지,성/성터
숭현서원지,대전광역시,장소,관광지,유명사적/유적지
구성동유적,대전광역시,장소,관광지,유명사적/유적지
노은동유적,대전광역시,장소,관광지,유명사적/유적지
궁동유적,대전광역시,장소,관광지,유명사적/유적지
김익겸의묘,대전광역시,장소,관광지,비/탑/문/각
수운교석종,대전광역시,장소,관광지,유명사적/유적지
기성관,대전광역시,장소,관광지,유명사적/유적지
칠성당지석묘군,대전광역시,장소,관광지,유명사적/유적지
석가모니불좌상,대전광역시,장소,관광지,유명사적/유적지
아미타불화,대전광역시,장소,관광지,유명사적/유적지
석가모니불좌상,대전광역시,장소,관광지,유명사적/유적지
영규대사순의비,대전광역시,장소,관광지,비/탑/문/각
내동리고인돌,대전광역시,장소,관광지,유명사적/유적지
상제집략판목,대전광역시,장소,관광지,유명사적/유적지
초려이유태유고,대전광역시,장소,관광지,유명사적/유적지
용화사석불입상,대전광역시,장소,관광지,유명사적/유적지
비래동고인돌,대전광역시,장소,관광지,유명사적/유적지
안산산성,대전광역시,장소,관광지,성/성터
목조관음보살좌상,대구광역시,장소,관광지,보물
용수동당산,대구광역시,장소,관광지,유명사적/유적지
봉무동토성,대구광역시,장소,관광지,성/성터
용암산성,대구광역시,장소,관광지,성/성터
내곡모감주나무군락,대구광역시,장소,관광지,유명사적/유적지
봉무정,대구광역시,장소,관광지,유명사적/유적지
북지장사삼층석탑,대구광역시,장소,관광지,비/탑/문/각
마애약사여래좌상,대구광역시,장소,관광지,유명사적/유적지
북지장사석조지장보살좌상,대구광역시,장소,관광지,유명사적/유적지
동봉석조약사여래입상,대구광역시,장소,관광지,유명사적/유적지
산령각,대구광역시,장소,관광지,비/탑/문/각
진동루,대구광역시,장소,관광지,유명사적/유적지
기영각,대구광역시,장소,관광지,비/탑/문/각
수능봉산계표석,대구광역시,장소,관광지,유명사적/유적지
강순항정려각,대구광역시,장소,관광지,비/탑/문/각
파계사배석,대구광역시,장소,관광지,유명사적/유적지
부인사배석,대구광역시,장소,관광지,유명사적/유적지
석조부도,대구광역시,장소,관광지,유명사적/유적지
석등,대구광역시,장소,관광지,유명사적/유적지
무문토기산포지,대구광역시,장소,관광지,유명사적/유적지
팔거산성,대구광역시,장소,관광지,성/성터
칠곡향교,대구광역시,장소,관광지,유명사적/유적지
연암산선사유적,대구광역시,장소,관광지,유명사적/유적지
검단토성,대구광역시,장소,관광지,성/성터
서변동고분군,대구광역시,장소,관광지,왕릉/고분
침산선사유적,대구광역시,장소,관광지,유명사적/유적지
금호동고분군,대구광역시,장소,관광지,왕릉/고분
환성정,대구광역시,장소,관광지,유명사적/유적지
영사재,대구광역시,장소,관광지,유명사적/유적지
능성세가,대구광역시,장소,관광지,고택/생가/민속마을
화수정,대구광역시,장소,관광지,유명사적/유적지
경의재,대구광역시,장소,관광지,유명사적/유적지
도남재,대구광역시,장소,관광지,유명사적/유적지
오사재,대구광역시,장소,관광지,유명사적/유적지
용담재,대구광역시,장소,관광지,유명사적/유적지
영모재,대구광역시,장소,관광지,유명사적/유적지
효열각,대구광역시,장소,관광지,비/탑/문/각
효사각,대구광역시,장소,관광지,비/탑/문/각
서명보효사각,대구광역시,장소,관광지,비/탑/문/각
태충각,대구광역시,장소,관광지,비/탑/문/각
서변동왕버들,대구광역시,장소,관광지,유명사적/유적지
왕버들군락,대구광역시,장소,관광지,유명사적/유적지
징청각,대구광역시,장소,관광지,비/탑/문/각
선교사챔니스주택,대구광역시,장소,관광지,고택/생가/민속마을
선교사블레어주택,대구광역시,장소,관광지,고택/생가/민속마을
영영축성비,대구광역시,장소,관광지,비/탑/문/각
대구부수성비,대구광역시,장소,관광지,비/탑/문/각
독무재,대구광역시,장소,관광지,유명사적/유적지
하효자정려각,대구광역시,장소,관광지,비/탑/문/각
나야대령기념비,대구광역시,장소,관광지,비/탑/문/각
고산유적,대구광역시,장소,관광지,유명사적/유적지
두산동고분군,대구광역시,장소,관광지,왕릉/고분
파동고분군,대구광역시,장소,관광지,왕릉/고분
명정각,대구광역시,장소,관광지,비/탑/문/각
모명재,대구광역시,장소,관광지,유명사적/유적지
성주배씨지려비,대구광역시,장소,관광지,비/탑/문/각
대덕산성,대구광역시,장소,관광지,성/성터
법장사3층석탑,대구광역시,장소,관광지,비/탑/문/각
봉덕토성,대구광역시,장소,관광지,성/성터
왕굴,대구광역시,장소,관광지,유명사적/유적지
비슬산암괴류,대구광역시,장소,관광지,유명사적/유적지
달성삼가헌,대구광역시,장소,관광지,유명사적/유적지
남지장사청연암,대구광역시,장소,관광지,유명사적/유적지
용봉동석불입상,대구광역시,장소,관광지,유명사적/유적지
달성하목정,대구광역시,장소,관광지,유명사적/유적지
이철견신도비,대구광역시,장소,관광지,비/탑/문/각
용연사극락전,대구광역시,장소,관광지,유명사적/유적지
대견사지삼층석탑,대구광역시,장소,관광지,비/탑/문/각
유가사석조여래좌상,대구광역시,장소,관광지,유명사적/유적지
용연사삼층석탑,대구광역시,장소,관광지,비/탑/문/각
십이정려각,대구광역시,장소,관광지,비/탑/문/각
이노정,대구광역시,장소,관광지,유명사적/유적지
소계정,대구광역시,장소,관광지,유명사적/유적지
관수정,대구광역시,장소,관광지,유명사적/유적지
유가만세교,대구광역시,장소,관광지,유명사적/유적지
소재사대웅전,대구광역시,장소,관광지,유명사적/유적지
목조지장보살좌상,대구광역시,장소,관광지,유명사적/유적지
대견사지,대구광역시,장소,관광지,유명사적/유적지
초곡산성,대구광역시,장소,관광지,성/성터
달암재,대구광역시,장소,관광지,유명사적/유적지
원사재,대구광역시,장소,관광지,유명사적/유적지
단양우씨종가,대구광역시,장소,관광지,고택/생가/민속마을
고월의비,대구광역시,장소,관광지,비/탑/문/각
목우백기만시비,대구광역시,장소,관광지,비/탑/문/각
빙허현진건문학비,대구광역시,장소,관광지,비/탑/문/각
상화이상화동상,대구광역시,장소,관광지,유명사적/유적지
박태준박사흉상,대구광역시,장소,관광지,유명사적/유적지
단양우공휘존유적비,대구광역시,장소,관광지,비/탑/문/각
우배선창의유적비,대구광역시,장소,관광지,비/탑/문/각
의마비,대구광역시,장소,관광지,비/탑/문/각
김병욱송덕비,대구광역시,장소,관광지,비/탑/문/각
메가우소장공덕비,대구광역시,장소,관광지,비/탑/문/각
독립운동기념탑,대구광역시,장소,관광지,비/탑/문/각
독립운동기념탑,대구광역시,장소,관광지,비/탑/문/각
민족정기탑,대구광역시,장소,관광지,비/탑/문/각
삼각점,대구광역시,장소,관광지,유명사적/유적지
가선대부김악소불망비,대구광역시,장소,관광지,비/탑/문/각
허계이공덕불망비,대구광역시,장소,관광지,비/탑/문/각
망정비,대구광역시,장소,관광지,비/탑/문/각
가스사고자위령탑,대구광역시,장소,관광지,비/탑/문/각
고모령비,대구광역시,장소,관광지,비/탑/문/각
영남제일관문,대구광역시,장소,관광지,비/탑/문/각
부인사지,대구광역시,장소,관광지,유명사적/유적지
부인사서탑,대구광역시,장소,관광지,비/탑/문/각
부인사석등,대구광역시,장소,관광지,비/탑/문/각
부인사부도,대구광역시,장소,관광지,비/탑/문/각
동화사염불암마애여래좌상및보살좌상,대구광역시,장소,관광지,유명사적/유적지
신무동마애불좌상,대구광역시,장소,관광지,유명사적/유적지
수릉향탄금계표석,대구광역시,장소,관광지,유명사적/유적지
거북바위,대구광역시,장소,관광지,바위
이공제비및군수이후범선영세불망비,대구광역시,장소,관광지,비/탑/문/각
사효자비,대구광역시,장소,관광지,비/탑/문/각
